gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Woman,Adult,North Carolina,Rural,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,New Mexico,Urban,Non-White,Medium,Low Income,Right,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Maryland,Urban,White,High,Low Income,Center,Independent,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Urban,Non-White,Medium,Low Income,None,Republican,Not Religious,Not at all interested,Donald Trump,Always illegal
Woman,Senior Adult,New York,Urban,White,Medium,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Adult,New York,Urban,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Always legal
Woman,Adult,California,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,New Jersey,Rural,White,High,,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Ohio,Rural,White,Medium,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Nebraska,Rural,White,High,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,South Carolina,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Nebraska,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Pennsylvania,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Pennsylvania,Urban,White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,White,High,High Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,High,,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Iowa,Urban,White,High,Middle Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Michigan,Rural,White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,Medium,High Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,California,Urban,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,North Carolina,Urban,Non-White,Low,Low Income,None,Independent,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Young Adult,California,Rural,Non-White,Medium,Low Income,None,Republican,Not Religious,Very interested,Donald Trump,Always illegal
Woman,Senior Adult,New Mexico,Urban,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,South Carolina,Rural,Non-White,Medium,Low Income,None,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Michigan,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Florida,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Illinois,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,New Jersey,Rural,White,High,High Income,Right,Republican,Religious,Not very interested,Donald Trump,Always legal
Man,Adult,Indiana,Rural,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,California,Rural,White,High,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Woman,Senior Adult,Texas,Rural,Non-White,High,Middle Income,None,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,New Jersey,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Massachusetts,Urban,White,High,Middle Income,Left,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Young Adult,Pennsylvania,Rural,White,High,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,New Jersey,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Mississippi,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,West Virginia,Urban,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Ohio,Rural,White,Low,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,West Virginia,Urban,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Missouri,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
,,Minnesota,Rural,,High,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,New York,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Ohio,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Minnesota,Rural,White,High,Low Income,Center,Independent,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Woman,Adult,,Rural,Non-White,High,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,California,Rural,Non-White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always illegal
Man,Adult,Texas,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,White,High,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Indiana,Rural,White,High,High Income,Center,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,New Jersey,Rural,Non-White,High,High Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,,Michigan,Urban,White,Medium,,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Minnesota,Rural,White,Medium,Low Income,Center,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Ohio,Rural,Non-White,High,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,New York,Urban,White,Medium,Middle Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Illinois,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Low Income,None,Democrat,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Texas,Rural,Non-White,High,High Income,Right,Republican,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,,Michigan,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Ohio,Urban,White,Medium,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Ohio,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,Texas,Urban,Non-White,Medium,Middle Income,Center,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Kansas,Rural,White,Medium,Low Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Missouri,Urban,White,High,Middle Income,Right,Democrat,Not Religious,Not very interested,Donald Trump,Always illegal
Man,Adult,Tennessee,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Idaho,Rural,Non-White,High,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,High,,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,North Carolina,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Nebraska,Rural,White,Medium,Middle Income,None,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,Michigan,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,Georgia,Rural,Non-White,Medium,Low Income,Right,Democrat,Not Religious,Very interested,Joe Biden,Always legal
,Senior Adult,,Urban,White,Medium,,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,New York,Urban,White,Medium,Low Income,Right,Independent,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Massachusetts,Rural,White,High,Middle Income,Right,Independent,Religious,Very interested,Joe Biden,Always illegal
Man,Senior Adult,,Urban,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,California,Rural,Non-White,Medium,High Income,Left,Republican,Religious,Not very interested,Donald Trump,Always illegal
Woman,Young Adult,Alabama,Urban,White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Virginia,Urban,Non-White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Texas,Urban,Non-White,Low,Low Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,California,Rural,Non-White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Urban,Non-White,Medium,Low Income,Center,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Indiana,Urban,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Massachusetts,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Young Adult,Tennessee,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Idaho,Rural,White,Medium,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,,Kansas,Rural,White,Medium,High Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Illinois,Urban,White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always legal
Man,Young Adult,Illinois,Rural,White,High,Low Income,Left,Independent,Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Connecticut,Rural,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,North Dakota,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,California,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,California,Urban,White,Medium,,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Adult,Pennsylvania,Urban,White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Vermont,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,White,Medium,Middle Income,None,Republican,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Florida,Rural,White,Medium,Low Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Pennsylvania,Urban,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Nevada,Rural,White,High,Middle Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Illinois,Rural,White,High,High Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Young Adult,Minnesota,Urban,Non-White,Medium,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Idaho,Rural,White,Medium,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Michigan,Rural,White,High,Middle Income,Left,Democrat,Religious,Not at all interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,North Carolina,Urban,Non-White,High,Low Income,Right,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,California,Urban,White,Medium,High Income,Center,Independent,Not Religious,Not at all interested,Donald Trump,Always legal
Woman,Senior Adult,New York,Rural,White,Medium,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Always legal
Man,Senior Adult,Maryland,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Always legal
Woman,Adult,Texas,Urban,White,,High Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Arizona,Rural,White,High,High Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Alabama,Urban,White,Medium,Middle Income,None,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,California,Urban,White,High,,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Colorado,Urban,White,High,High Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Massachusetts,Rural,White,High,Low Income,Left,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Kentucky,Rural,White,High,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Adult,Mississippi,Urban,Non-White,Medium,Low Income,None,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Urban,Non-White,Low,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Missouri,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Adult,Illinois,,White,High,Middle Income,Left,Independent,Not Religious,,Joe Biden,Always legal
Man,Adult,Georgia,Urban,White,Medium,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Mississippi,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,California,Rural,White,High,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Always illegal
Woman,Senior Adult,New Jersey,Rural,White,High,Low Income,Center,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Wisconsin,Urban,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Georgia,Rural,Non-White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Ohio,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Rural,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,South Carolina,Urban,White,Medium,Low Income,None,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Texas,Rural,Non-White,High,High Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Middle Income,None,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Tennessee,Rural,Non-White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Nebraska,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Georgia,Rural,White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Adult,New York,Urban,Non-White,High,Low Income,Center,Democrat,Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Senior Adult,Arizona,Rural,Non-White,Medium,Middle Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Georgia,Urban,White,High,Low Income,Right,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Young Adult,Utah,Rural,White,Medium,Low Income,None,Independent,Not Religious,Not at all interested,Joe Biden,Legal only in specific cases
Man,Adult,Minnesota,Rural,White,High,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Louisiana,Urban,Non-White,Medium,Low Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,New Jersey,Rural,White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Colorado,Rural,White,Medium,High Income,Right,Independent,Religious,Very interested,Donald Trump,Always illegal
Man,Senior Adult,Michigan,Rural,White,Medium,Low Income,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Washington,Urban,White,Medium,Middle Income,Center,Independent,Religious,Not at all interested,Donald Trump,Always legal
Man,Senior Adult,Connecticut,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Woman,Senior Adult,New York,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Indiana,Rural,Non-White,Medium,Middle Income,None,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Texas,Rural,Non-White,Medium,Low Income,None,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Pennsylvania,Rural,White,High,High Income,Left,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Indiana,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Pennsylvania,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Tennessee,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,California,Urban,White,,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Mississippi,Urban,Non-White,Low,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Tennessee,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Adult,New Mexico,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Mississippi,Urban,White,,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Florida,Urban,White,Low,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Texas,Rural,Non-White,High,High Income,None,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,New York,Rural,White,Medium,Low Income,None,Republican,Religious,Not very interested,Donald Trump,Always legal
Man,Adult,California,Rural,White,Medium,High Income,Right,Republican,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Florida,Rural,White,High,Low Income,Left,Independent,Religious,Somewhat interested,Jo Jorgensen,Legal only in specific cases
Man,Adult,New Jersey,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Adult,California,Rural,White,High,Low Income,Center,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Senior Adult,Ohio,Urban,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Idaho,Rural,White,High,Middle Income,Left,Independent,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Ohio,Rural,White,Medium,Middle Income,Right,Independent,Not Religious,Very interested,Donald Trump,Always legal
Woman,Senior Adult,Maryland,Urban,White,Medium,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,South Dakota,Rural,White,Medium,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Woman,Senior Adult,Ohio,Rural,White,Medium,Low Income,Left,Democrat,Religious,,Joe Biden,Always legal
Woman,,Florida,Rural,White,Medium,Low Income,None,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,Kansas,Rural,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Maryland,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Young Adult,Idaho,Rural,White,Medium,Low Income,None,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Adult,Illinois,Urban,White,Medium,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,White,High,High Income,Center,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,New York,Urban,White,High,High Income,Center,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,North Carolina,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Medium,High Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,North Carolina,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,California,Rural,White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,North Carolina,Rural,Non-White,Medium,Middle Income,None,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Adult,Wisconsin,Urban,White,Medium,High Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Washington,Rural,Non-White,Medium,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Urban,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Minnesota,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,California,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,,Alabama,Urban,White,High,,Center,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Kansas,Urban,White,Medium,High Income,None,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Indiana,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Tennessee,Rural,White,Medium,Low Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Michigan,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Tennessee,Rural,White,Medium,Low Income,Center,Republican,Not Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Adult,New Jersey,Rural,Non-White,High,High Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,Low,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Georgia,Urban,Non-White,Medium,Low Income,Right,Democrat,Not Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Adult,Missouri,Urban,White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Indiana,Rural,White,High,Low Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Illinois,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Wisconsin,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Kansas,Urban,White,Medium,Middle Income,Right,Republican,Religious,Not very interested,Donald Trump,Always illegal
Man,Senior Adult,Massachusetts,Urban,White,High,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,North Carolina,Urban,White,Medium,High Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Urban,White,Medium,Middle Income,Center,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Mississippi,Urban,Non-White,Medium,Low Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Texas,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always legal
Man,Adult,New York,Rural,White,Medium,Low Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Tennessee,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Rhode Island,Rural,White,Medium,Low Income,Center,Independent,Religious,Very interested,Joe Biden,Always legal
Woman,Young Adult,Indiana,Rural,White,High,Middle Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Colorado,Rural,Non-White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Texas,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Ohio,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Massachusetts,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,North Carolina,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,New York,Rural,White,Medium,High Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Maryland,Urban,Non-White,Medium,Low Income,Right,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,California,Rural,Non-White,Medium,Low Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,New York,Rural,White,High,,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Urban,White,Medium,Low Income,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,,Texas,Urban,Non-White,High,,None,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Massachusetts,Rural,White,High,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
